TUSTOPTIME,TUTIER1CODE,TUACTDUR24,TUSTARTTIM,TUCUMDUR24
1:15,1,12,1:03,1275
8:30,1,165,1:15,1440
9:00,1,300,4:00,300
9:10,11,10,9:00,310
9:25,1,15,9:10,325
10:00,12,35,9:25,360
10:10,18,10,10:00,370
14:00,14,230,10:10,600
14:10,18,10,14:00,610
15:10,11,60,14:10,670
15:25,18,15,15:10,685
18:00,12,155,15:25,840
18:30,11,30,18:00,870
22:30,12,240,18:30,1110
5:30,1,330,22:30,1440
6:30,1,150,4:00,150
7:00,3,30,6:30,180
8:45,12,105,7:00,285
9:45,1,60,8:45,345
11:45,3,120,9:45,465
12:05,3,20,11:45,485
12:35,3,30,12:05,515
12:37,18,2,12:35,517
13:07,7,30,12:37,547
13:27,18,20,13:07,567
13:42,7,15,13:27,582
14:02,18,20,13:42,602
14:17,3,15,14:02,617
16:30,3,133,14:17,750
16:45,11,15,16:30,765
17:30,1,45,16:45,810
17:45,12,15,17:30,825
18:05,18,20,17:45,845
19:40,11,95,18:05,940
20:00,18,20,19:40,960
20:30,12,30,20:00,990
20:55,3,25,20:30,1015
21:00,3,5,20:55,1020
21:20,3,20,21:00,1040
21:25,3,5,21:20,1045
22:25,12,60,21:25,1105
22:55,12,30,22:25,1135
23:40,1,45,22:55,1180
8:30,1,260,23:40,1440
6:45,1,165,4:00,165
6:50,18,5,6:45,170
11:00,5,250,6:50,420
11:10,18,10,11:00,430
16:00,6,290,11:10,720
16:10,18,10,16:00,730
17:10,11,60,16:10,790
19:40,2,150,17:10,940
23:10,12,210,19:40,1150
6:45,1,290,23:10,1440
8:00,1,240,4:00,240
10:30,6,150,8:00,390
11:30,12,60,10:30,450
14:45,5,195,11:30,645
15:15,11,30,14:45,675
20:00,5,285,15:15,960
23:00,6,180,20:00,1140
0:00,1,60,23:00,1200
6:15,1,240,0:00,1440
9:45,1,345,4:00,345
10:05,1,20,9:45,365
10:25,18,20,10:05,385
11:45,14,80,10:25,465
11:55,18,10,11:45,475
12:55,11,60,11:55,535
13:05,18,10,12:55,545
14:35,12,90,13:05,635
14:50,18,15,14:35,650
16:50,12,120,14:50,770
17:05,18,15,16:50,785
17:25,7,20,17:05,805
17:30,18,5,17:25,810
17:40,1,10,17:30,820
19:30,12,110,17:40,930
19:50,2,20,19:30,950
19:55,11,5,19:50,955
23:30,12,215,19:55,1170
7:15,1,270,23:30,1440
7:00,5,180,4:00,180
7:20,18,20,7:00,200
8:00,11,40,7:20,240
10:45,50,165,8:00,405
12:30,13,105,10:45,510
15:15,50,165,12:30,675
15:18,18,3,15:15,678
16:03,12,45,15:18,723
17:03,12,60,16:03,783
19:03,50,120,17:03,903
19:13,18,10,19:03,913
19:16,7,3,19:13,916
19:26,18,10,19:16,926
19:27,4,1,19:26,927
19:47,18,20,19:27,947
19:55,11,8,19:47,955
22:15,12,140,19:55,1095
2:00,1,225,22:15,1320
4:15,12,120,2:00,1440
10:00,1,360,4:00,360
11:00,1,60,10:00,420
11:20,4,20,11:00,440
11:30,4,10,11:20,450
11:55,18,25,11:30,475
12:30,11,35,11:55,510
12:55,18,25,12:30,535
13:05,1,10,12:55,545
14:34,18,89,13:05,634
14:54,12,20,14:34,654
19:24,5,270,14:54,924
19:54,11,30,19:24,954
21:07,5,73,19:54,1027
22:30,12,83,21:07,1110
23:15,18,45,22:30,1155
23:30,18,15,23:15,1170
1:00,12,90,23:30,1260
9:00,1,180,1:00,1440
5:00,1,60,4:00,60
5:30,3,30,5:00,90
8:00,1,150,5:30,240
8:10,2,10,8:00,250
8:20,1,10,8:10,260
8:50,2,30,8:20,290
9:00,18,10,8:50,300
10:00,3,60,9:00,360
10:02,2,2,10:00,362
10:17,3,15,10:02,377
10:22,3,5,10:17,382
10:25,3,3,10:22,385
10:35,18,10,10:25,395
10:50,2,15,10:35,410
11:00,18,10,10:50,420
14:00,3,180,11:00,600
14:30,3,30,14:00,630
14:40,3,10,14:30,640
15:30,6,50,14:40,690
15:40,18,10,15:30,700
15:50,3,10,15:40,710
17:50,6,120,15:50,830
17:55,11,5,17:50,835
20:00,6,125,17:55,960
20:30,11,30,20:00,990
21:30,12,60,20:30,1050
21:50,3,20,21:30,1070
22:05,1,15,21:50,1085
1:30,1,205,22:05,1290
2:00,3,30,1:30,1320
5:00,1,120,2:00,1440
8:00,1,240,4:00,240
9:00,1,60,8:00,300
9:30,18,30,9:00,330
12:00,5,150,9:30,480
12:30,11,30,12:00,510
12:45,12,15,12:30,525
12:55,1,10,12:45,535
15:30,5,155,12:55,690
16:00,11,30,15:30,720
17:30,5,90,16:00,810
18:00,18,30,17:30,840
18:30,2,30,18:00,870
19:30,11,60,18:30,930
20:00,18,30,19:30,960
21:00,7,60,20:00,1020
21:30,18,30,21:00,1050
22:00,1,30,21:30,1080
22:10,1,10,22:00,1090
23:10,2,60,22:10,1150
23:40,12,30,23:10,1180
8:00,1,260,23:40,1440
7:30,1,210,4:00,210
7:50,2,20,7:30,230
8:20,11,30,7:50,260
8:32,18,12,8:20,272
12:10,6,218,8:32,490
12:22,18,12,12:10,502
14:00,3,98,12:22,600
14:30,2,30,14:00,630
14:50,11,20,14:30,650
16:30,3,100,14:50,750
17:45,9,75,16:30,825
18:30,2,45,17:45,870
19:10,11,40,18:30,910
19:45,3,35,19:10,945
20:15,3,30,19:45,975
20:30,3,15,20:15,990
20:45,3,15,20:30,1005
22:00,12,75,20:45,1080
7:00,1,360,22:00,1440
7:30,1,210,4:00,210
7:45,1,15,7:30,225
7:46,2,1,7:45,226
7:56,12,10,7:46,236
8:56,5,60,7:56,296
11:00,5,124,8:56,420
11:10,11,10,11:00,430
14:00,2,170,11:10,600
15:30,2,90,14:00,690
15:35,1,5,15:30,695
15:37,18,2,15:35,697
19:00,5,203,15:37,900
19:02,18,2,19:00,902
19:07,11,5,19:02,907
20:45,15,98,19:07,1005
20:50,1,5,20:45,1010
20:52,18,2,20:50,1012
23:30,5,158,20:52,1170
23:32,18,2,23:30,1172
23:34,2,2,23:32,1174
23:49,12,15,23:34,1189
23:54,1,5,23:49,1194
23:59,2,5,23:54,1199
8:00,1,241,23:59,1440
10:00,1,360,4:00,360
10:15,2,15,10:00,375
11:00,11,45,10:15,420
16:00,12,300,11:00,720
16:15,2,15,16:00,735
16:30,2,15,16:15,750
16:50,11,20,16:30,770
17:50,12,60,16:50,830
21:00,12,190,17:50,1020
21:30,2,30,21:00,1050
0:00,12,150,21:30,1200
6:30,1,240,0:00,1440
8:30,1,270,4:00,270
9:15,1,45,8:30,315
11:30,1,135,9:15,450
12:30,18,60,11:30,510
21:30,12,540,12:30,1050
21:40,18,10,21:30,1060
23:15,11,95,21:40,1155
0:15,18,60,23:15,1215
12:00,1,225,0:15,1440
10:00,1,360,4:00,360
11:30,1,90,10:00,450
12:00,2,30,11:30,480
12:20,11,20,12:00,500
15:20,12,180,12:20,680
20:00,2,280,15:20,960
20:20,11,20,20:00,980
21:20,1,60,20:20,1040
10:00,1,400,21:20,1440
9:00,1,300,4:00,300
9:20,11,20,9:00,320
9:50,1,30,9:20,350
10:50,12,60,9:50,410
11:05,18,15,10:50,425
12:05,7,60,11:05,485
12:20,18,15,12:05,500
14:20,2,120,12:20,620
14:40,11,20,14:20,640
15:40,12,60,14:40,700
15:45,18,5,15:40,705
17:15,3,90,15:45,795
17:20,18,5,17:15,800
17:50,11,30,17:20,830
18:50,12,60,17:50,890
18:55,1,5,18:50,895
21:00,12,125,18:55,1020
21:20,1,20,21:00,1040
7:00,1,400,21:20,1440
7:00,1,180,4:00,180
7:30,1,30,7:00,210
8:00,11,30,7:30,240
8:10,18,10,8:00,250
12:00,6,230,8:10,480
12:02,18,2,12:00,482
12:32,11,30,12:02,512
12:34,18,2,12:32,514
16:00,6,206,12:34,720
16:15,18,15,16:00,735
16:45,12,30,16:15,765
16:47,18,2,16:45,767
18:17,13,90,16:47,857
18:19,18,2,18:17,859
18:49,12,30,18:19,889
19:19,11,30,18:49,919
19:29,12,10,19:19,929
22:45,6,196,19:29,1125
23:00,1,15,22:45,1140
8:00,1,300,23:00,1440
4:15,11,15,4:00,15
5:00,2,45,4:15,60
8:00,2,180,5:00,240
9:15,16,75,8:00,315
9:45,2,30,9:15,345
10:00,1,15,9:45,360
11:30,4,90,10:00,450
13:00,4,90,11:30,540
14:00,12,60,13:00,600
15:00,18,60,14:00,660
22:00,5,420,15:00,1080
23:15,18,75,22:00,1155
23:20,3,5,23:15,1160
23:35,18,15,23:20,1175
23:38,12,3,23:35,1178
5:00,1,262,23:38,1440
5:00,18,60,4:00,60
7:30,13,150,5:00,210
8:30,18,60,7:30,270
8:50,11,20,8:30,290
9:50,1,60,8:50,350
13:00,6,190,9:50,540
13:20,11,20,13:00,560
16:00,6,160,13:20,720
16:15,18,15,16:00,735
18:15,7,120,16:15,855
18:30,18,15,18:15,870
18:50,11,20,18:30,890
22:00,12,190,18:50,1080
6:00,1,360,22:00,1440
7:30,1,210,4:00,210
7:40,3,10,7:30,220
7:45,2,5,7:40,225
8:00,11,15,7:45,240
10:00,5,120,8:00,360
10:15,1,15,10:00,375
10:25,3,10,10:15,385
10:27,18,2,10:25,387
10:32,3,5,10:27,392
10:42,18,10,10:32,402
12:10,5,88,10:42,490
12:15,18,5,12:10,495
12:30,7,15,12:15,510
12:35,18,5,12:30,515
12:55,11,20,12:35,535
17:15,5,260,12:55,795
17:25,18,10,17:15,805
17:35,3,10,17:25,815
17:37,18,2,17:35,817
17:52,12,15,17:37,832
17:57,3,5,17:52,837
18:27,3,30,17:57,867
18:42,18,15,18:27,882
19:42,11,60,18:42,942
19:52,18,10,19:42,952
20:22,3,30,19:52,982
20:47,18,25,20:22,1007
23:00,12,133,20:47,1140
7:30,1,300,23:00,1440
6:00,1,120,4:00,120
6:30,2,30,6:00,150
6:50,11,20,6:30,170
7:00,2,10,6:50,180
9:00,1,120,7:00,300
11:00,6,120,9:00,420
12:00,11,60,11:00,480
13:30,2,90,12:00,570
14:00,2,30,13:30,600
16:00,3,120,14:00,720
16:15,1,15,16:00,735
17:00,3,45,16:15,780
17:20,18,20,17:00,800
18:05,11,45,17:20,845
19:05,11,60,18:05,905
19:25,18,20,19:05,925
19:40,3,15,19:25,940
19:55,3,15,19:40,955
21:00,6,65,19:55,1020
22:30,12,90,21:00,1110
6:00,1,330,22:30,1440
9:00,1,300,4:00,300
10:00,1,60,9:00,360
10:10,18,10,10:00,370
10:30,11,20,10:10,390
11:40,12,70,10:30,460
11:50,18,10,11:40,470
13:10,2,80,11:50,550
14:10,12,60,13:10,610
14:30,18,20,14:10,630
16:30,5,120,14:30,750
17:00,11,30,16:30,780
20:00,5,180,17:00,960
21:30,16,90,20:00,1050
22:10,12,40,21:30,1090
22:30,18,20,22:10,1110
23:30,12,60,22:30,1170
0:30,1,60,23:30,1230
1:00,14,30,0:30,1260
1:30,14,30,1:00,1290
8:00,1,150,1:30,1440
8:00,1,240,4:00,240
8:30,13,30,8:00,270
10:30,13,120,8:30,390
10:45,13,15,10:30,405
13:00,12,135,10:45,540
13:30,1,30,13:00,570
14:15,18,45,13:30,615
19:00,12,285,14:15,900
19:30,18,30,19:00,930
19:35,4,5,19:30,935
20:15,18,40,19:35,975
23:00,12,165,20:15,1140
23:10,18,10,23:00,1150
23:20,7,10,23:10,1160
23:30,18,10,23:20,1170
23:35,4,5,23:30,1175
0:00,18,25,23:35,1200
6:30,1,240,0:00,1440
10:00,1,360,4:00,360
10:05,18,5,10:00,365
10:35,13,30,10:05,395
11:05,13,30,10:35,425
11:10,18,5,11:05,430
11:50,7,40,11:10,470
11:52,18,2,11:50,472
12:22,7,30,11:52,502
12:24,18,2,12:22,504
12:34,2,10,12:24,514
12:39,18,5,12:34,519
13:19,2,40,12:39,559
13:40,11,21,13:19,580
13:45,2,5,13:40,585
14:15,18,30,13:45,615
15:15,8,60,14:15,675
15:45,18,30,15:15,705
15:50,2,5,15:45,710
15:56,18,6,15:50,716
16:30,12,34,15:56,750
16:35,18,5,16:30,755
16:36,3,1,16:35,756
16:38,18,2,16:36,758
17:38,2,60,16:38,818
17:41,18,3,17:38,821
17:56,7,15,17:41,836
17:59,18,3,17:56,839
18:44,12,45,17:59,884
18:49,18,5,18:44,889
20:00,11,71,18:49,960
20:40,18,40,20:00,1000
21:10,13,30,20:40,1030
23:30,12,140,21:10,1170
23:45,18,15,23:30,1185
0:15,2,30,23:45,1215
9:00,1,225,0:15,1440
9:30,1,330,4:00,330
10:10,11,40,9:30,370
12:10,12,120,10:10,490
13:10,11,60,12:10,550
17:00,12,230,13:10,780
18:30,11,90,17:00,870
20:00,2,90,18:30,960
20:40,13,40,20:00,1000
21:05,1,25,20:40,1025
23:00,12,115,21:05,1140
8:00,1,300,23:00,1440
12:00,1,480,4:00,480
12:15,12,15,12:00,495
12:20,16,5,12:15,500
13:05,1,45,12:20,545
13:12,18,7,13:05,552
13:52,18,40,13:12,592
15:52,12,120,13:52,712
16:22,18,30,15:52,742
16:52,12,30,16:22,772
1:00,12,488,16:52,1260
1:30,18,30,1:00,1290
1:45,12,15,1:30,1305
2:45,18,60,1:45,1365
2:52,18,7,2:45,1372
3:02,1,10,2:52,1382
8:00,1,58,3:02,1440
6:00,1,120,4:00,120
6:15,14,15,6:00,135
6:25,2,10,6:15,145
6:45,3,20,6:25,165
7:00,2,15,6:45,180
7:15,3,15,7:00,195
8:35,2,80,7:15,275
8:45,1,10,8:35,285
11:15,6,150,8:45,435
12:15,2,60,11:15,495
12:30,18,15,12:15,510
13:20,7,50,12:30,560
13:35,18,15,13:20,575
13:55,2,20,13:35,595
14:05,2,10,13:55,605
14:35,3,30,14:05,635
15:15,3,40,14:35,675
15:40,18,25,15:15,700
15:47,3,7,15:40,707
15:53,7,6,15:47,713
16:23,12,30,15:53,743
19:00,12,157,16:23,900
19:25,18,25,19:00,925
19:35,3,10,19:25,935
20:15,3,40,19:35,975
20:45,3,30,20:15,1005
21:20,3,35,20:45,1040
21:30,1,10,21:20,1050
22:30,12,60,21:30,1110
23:30,6,60,22:30,1170
6:00,1,270,23:30,1440
8:00,1,240,4:00,240
8:20,11,20,8:00,260
8:40,1,20,8:20,280
8:50,1,10,8:40,290
9:05,18,15,8:50,305
13:00,7,235,9:05,540
13:20,18,20,13:00,560
13:50,12,30,13:20,590
13:55,18,5,13:50,595
14:25,7,30,13:55,625
14:30,18,5,14:25,630
15:00,2,30,14:30,660
15:30,11,30,15:00,690
16:30,12,60,15:30,750
18:30,13,120,16:30,870
23:30,6,300,18:30,1170
23:40,18,10,23:30,1180
23:45,7,5,23:40,1185
23:55,18,10,23:45,1195
0:15,13,20,23:55,1215
0:25,1,10,0:15,1225
0:40,6,15,0:25,1240
6:50,1,200,0:40,1440
6:00,1,120,4:00,120
6:20,1,20,6:00,140
6:30,11,10,6:20,150
6:40,50,10,6:30,160
7:25,18,45,6:40,205
8:30,50,65,7:25,270
8:55,18,25,8:30,295
12:00,5,185,8:55,480
12:25,18,25,12:00,505
14:25,50,120,12:25,625
14:50,18,25,14:25,650
17:30,5,160,14:50,810
18:00,18,30,17:30,840
18:10,11,10,18:00,850
19:40,6,90,18:10,940
20:10,12,30,19:40,970
20:30,1,20,20:10,990
21:30,12,60,20:30,1050
7:30,1,390,21:30,1440
8:30,1,270,4:00,270
9:30,2,60,8:30,330
9:50,11,20,9:30,350
13:50,2,240,9:50,590
14:50,1,60,13:50,650
15:00,18,10,14:50,660
15:30,7,30,15:00,690
15:40,18,10,15:30,700
16:40,2,60,15:40,760
17:40,2,60,16:40,820
18:10,11,30,17:40,850
18:30,1,20,18:10,870
19:10,18,40,18:30,910
22:10,13,180,19:10,1090
22:50,18,40,22:10,1130
23:00,11,10,22:50,1140
23:10,1,10,23:00,1150
6:30,1,290,23:10,1440
10:00,1,360,4:00,360
10:45,12,45,10:00,405
11:15,18,30,10:45,435
12:15,2,60,11:15,495
12:45,18,30,12:15,525
13:00,11,15,12:45,540
14:00,18,60,13:00,600
19:00,12,300,14:00,900
20:30,11,90,19:00,990
0:30,12,240,20:30,1230
10:00,1,210,0:30,1440
8:30,1,270,4:00,270
9:30,1,60,8:30,330
9:55,18,25,9:30,355
12:00,14,125,9:55,480
12:25,18,25,12:00,505
13:00,12,35,12:25,540
13:15,11,15,13:00,555
14:30,12,75,13:15,630
15:00,1,30,14:30,660
15:15,18,15,15:00,675
17:15,12,120,15:15,795
18:45,4,90,17:15,885
19:15,2,30,18:45,915
21:30,4,135,19:15,1050
21:45,18,15,21:30,1065
22:15,1,30,21:45,1095
22:45,12,30,22:15,1125
6:00,1,315,22:45,1440
7:00,1,180,4:00,180
7:15,1,15,7:00,195
7:30,2,15,7:15,210
7:40,11,10,7:30,220
7:45,2,5,7:40,225
7:50,3,5,7:45,230
7:55,2,5,7:50,235
8:25,12,30,7:55,265
10:25,12,120,8:25,385
10:35,18,10,10:25,395
11:35,7,60,10:35,455
11:45,18,10,11:35,465
12:00,2,15,11:45,480
12:15,2,15,12:00,495
12:30,11,15,12:15,510
14:30,12,120,12:30,630
15:30,12,60,14:30,690
15:45,2,15,15:30,705
15:50,16,5,15:45,710
16:50,12,60,15:50,770
17:20,12,30,16:50,800
17:50,11,30,17:20,830
18:50,16,60,17:50,890
19:20,12,30,18:50,920
19:50,2,30,19:20,950
20:20,1,30,19:50,980
6:00,1,460,20:20,1440
11:00,1,420,4:00,420
11:15,2,15,11:00,435
11:25,11,10,11:15,445
11:55,16,30,11:25,475
12:00,18,5,11:55,480
13:10,13,70,12:00,550
13:30,18,20,13:10,570
14:30,5,60,13:30,630
14:50,18,20,14:30,650
16:50,13,120,14:50,770
21:00,12,250,16:50,1020
21:15,13,15,21:00,1035
21:30,18,15,21:15,1050
21:40,7,10,21:30,1060
21:45,18,5,21:40,1065
21:47,4,2,21:45,1067
22:07,18,20,21:47,1087
23:37,6,90,22:07,1177
0:07,12,30,23:37,1207
11:00,1,233,0:07,1440
7:30,1,210,4:00,210
8:15,1,45,7:30,255
9:00,18,45,8:15,300
11:00,15,120,9:00,420
12:00,18,60,11:00,480
15:00,15,180,12:00,660
15:15,18,15,15:00,675
16:15,7,60,15:15,735
16:45,18,30,16:15,765
18:30,2,105,16:45,870
18:50,11,20,18:30,890
4:00,6,550,18:50,1440
9:00,1,300,4:00,300
9:40,11,40,9:00,340
9:45,18,5,9:40,345
12:00,14,135,9:45,480
12:45,18,45,12:00,525
16:00,12,195,12:45,720
16:15,18,15,16:00,735
17:45,11,90,16:15,825
19:25,18,100,17:45,925
20:30,12,65,19:25,990
6:00,1,450,20:30,1440
5:30,1,90,4:00,90
5:40,3,10,5:30,100
7:15,3,95,5:40,195
7:20,18,5,7:15,200
9:30,50,130,7:20,330
9:35,18,5,9:30,335
9:40,3,5,9:35,340
10:10,13,30,9:40,370
10:30,1,20,10:10,390
11:30,2,60,10:30,450
11:31,3,1,11:30,451
11:46,3,15,11:31,466
12:46,3,60,11:46,526
12:51,18,5,12:46,531
13:51,7,60,12:51,591
13:54,18,3,13:51,594
13:59,3,5,13:54,599
14:01,18,2,13:59,601
14:16,2,15,14:01,616
14:19,18,3,14:16,619
18:00,12,221,14:19,840
18:30,11,30,18:00,870
18:33,18,3,18:30,873
18:53,3,20,18:33,893
19:03,3,10,18:53,903
19:13,3,10,19:03,913
19:28,3,15,19:13,928
19:48,13,20,19:28,948
19:58,1,10,19:48,958
20:58,12,60,19:58,1018
5:45,1,422,20:58,1440
6:45,1,165,4:00,165
7:15,3,30,6:45,195
8:30,3,75,7:15,270
8:40,18,10,8:30,280
8:45,3,5,8:40,285
8:50,18,5,8:45,290
11:30,15,160,8:50,450
12:00,15,30,11:30,480
13:00,15,60,12:00,540
13:05,18,5,13:00,545
13:15,7,10,13:05,555
13:25,18,10,13:15,565
14:25,12,60,13:25,625
14:45,18,20,14:25,645
18:00,2,195,14:45,840
18:15,18,15,18:00,855
22:45,12,270,18:15,1125
23:00,18,15,22:45,1140
23:30,3,30,23:00,1170
0:15,1,45,23:30,1215
7:30,1,225,0:15,1440
10:00,1,360,4:00,360
11:00,1,60,10:00,420
11:45,18,45,11:00,465
12:45,11,60,11:45,525
13:25,18,40,12:45,565
15:45,18,140,13:25,705
15:55,18,10,15:45,715
16:00,18,5,15:55,720
16:40,18,40,16:00,760
16:55,18,15,16:40,775
17:10,2,15,16:55,790
17:35,12,25,17:10,815
18:05,1,30,17:35,845
20:00,12,115,18:05,960
20:30,11,30,20:00,990
20:50,12,20,20:30,1010
22:00,12,70,20:50,1080
22:15,1,15,22:00,1095
23:00,12,45,22:15,1140
11:00,1,300,23:00,1440
8:30,1,270,4:00,270
9:00,3,30,8:30,300
11:00,6,120,9:00,420
11:15,2,15,11:00,435
13:00,6,105,11:15,540
13:15,11,15,13:00,555
15:00,6,105,13:15,660
15:15,2,15,15:00,675
17:00,6,105,15:15,780
17:10,18,10,17:00,790
17:25,7,15,17:10,805
17:35,18,10,17:25,815
18:00,2,25,17:35,840
18:10,3,10,18:00,850
19:30,6,80,18:10,930
19:45,3,15,19:30,945
20:05,2,20,19:45,965
20:15,3,10,20:05,975
23:30,6,195,20:15,1170
1:00,2,90,23:30,1260
4:00,12,180,1:00,1440
8:30,1,270,4:00,270
8:45,1,15,8:30,285
9:05,18,20,8:45,305
14:15,5,310,9:05,615
14:35,18,20,14:15,635
14:37,4,2,14:35,637
14:57,18,20,14:37,657
14:59,4,2,14:57,659
15:19,18,20,14:59,679
15:24,7,5,15:19,684
15:49,18,25,15:24,709
19:00,5,191,15:49,900
19:15,12,15,19:00,915
1:30,5,375,19:15,1290
2:00,18,30,1:30,1320
2:20,1,20,2:00,1340
2:25,11,5,2:20,1345
11:00,1,95,2:25,1440
8:00,1,240,4:00,240
8:10,1,10,8:00,250
8:15,3,5,8:10,255
8:30,2,15,8:15,270
8:40,3,10,8:30,280
8:45,3,5,8:40,285
8:46,12,1,8:45,286
9:16,2,30,8:46,316
9:30,11,14,9:16,330
10:10,18,40,9:30,370
12:00,4,110,10:10,480
12:30,18,30,12:00,510
12:35,50,5,12:30,515
12:40,18,5,12:35,520
13:30,1,50,12:40,570
13:45,18,15,13:30,585
13:46,3,1,13:45,586
13:49,18,3,13:46,589
18:30,8,281,13:49,870
18:45,18,15,18:30,885
21:00,1,135,18:45,1020
21:15,18,15,21:00,1035
21:30,1,15,21:15,1050
8:00,1,390,21:30,1440
4:30,1,30,4:00,30
6:00,12,90,4:30,120
6:30,2,30,6:00,150
6:50,11,20,6:30,170
9:15,1,145,6:50,315
9:25,4,10,9:15,325
9:32,4,7,9:25,332
10:00,12,28,9:32,360
10:15,18,15,10:00,375
11:15,12,60,10:15,435
11:30,18,15,11:15,450
14:00,13,150,11:30,600
14:10,18,10,14:00,610
14:20,7,10,14:10,620
14:27,18,7,14:20,627
15:30,12,63,14:27,690
15:45,4,15,15:30,705
16:00,18,15,15:45,720
16:15,4,15,16:00,735
16:30,4,15,16:15,750
18:00,2,90,16:30,840
18:30,1,30,18:00,870
19:15,2,45,18:30,915
21:00,12,105,19:15,1020
21:30,2,30,21:00,1050
22:15,12,45,21:30,1095
22:20,4,5,22:15,1100
23:45,12,85,22:20,1185
0:15,11,30,23:45,1215
8:00,1,225,0:15,1440
10:00,1,360,4:00,360
11:00,6,60,10:00,420
11:20,11,20,11:00,440
12:20,12,60,11:20,500
12:50,13,30,12:20,530
15:50,12,180,12:50,710
16:35,2,45,15:50,755
18:35,12,120,16:35,875
20:35,12,120,18:35,995
20:50,11,15,20:35,1010
21:50,5,60,20:50,1070
22:50,1,60,21:50,1130
10:00,1,310,22:50,1440
12:00,1,480,4:00,480
14:00,6,120,12:00,600
14:45,1,45,14:00,645
16:15,2,90,14:45,735
16:30,1,15,16:15,750
16:40,18,10,16:30,760
1:30,5,530,16:40,1290
1:40,18,10,1:30,1300
2:10,1,30,1:40,1330
3:10,12,60,2:10,1390
14:00,1,50,3:10,1440
7:00,1,180,4:00,180
8:00,1,60,7:00,240
8:30,2,30,8:00,270
10:00,50,90,8:30,360
10:30,18,30,10:00,390
13:00,14,150,10:30,540
13:30,18,30,13:00,570
14:15,1,45,13:30,615
14:35,18,20,14:15,635
16:30,11,115,14:35,750
16:55,18,25,16:30,775
19:00,7,125,16:55,900
20:00,18,60,19:00,960
20:30,1,30,20:00,990
22:00,12,90,20:30,1080
22:30,14,30,22:00,1110
7:00,1,330,22:30,1440
10:00,1,360,4:00,360
10:20,2,20,10:00,380
12:00,12,100,10:20,480
12:30,1,30,12:00,510
13:30,2,60,12:30,570
15:00,12,90,13:30,660
15:05,1,5,15:00,665
15:35,12,30,15:05,695
15:39,18,4,15:35,699
16:00,11,21,15:39,720
20:00,5,240,16:00,960
20:20,18,20,20:00,980
21:15,7,55,20:20,1035
21:35,18,20,21:15,1055
21:50,2,15,21:35,1070
22:10,12,20,21:50,1090
9:00,1,350,22:10,1440
9:00,1,300,4:00,300
11:00,1,120,9:00,420
13:00,2,120,11:00,540
13:10,18,10,13:00,550
13:50,7,40,13:10,590
13:52,18,2,13:50,592
14:22,7,30,13:52,622
14:27,18,5,14:22,627
15:27,7,60,14:27,687
15:37,18,10,15:27,697
15:57,2,20,15:37,717
16:17,18,20,15:57,737
18:17,11,120,16:17,857
18:37,18,20,18:17,877
21:37,6,180,18:37,1057
22:17,3,40,21:37,1097
22:57,1,40,22:17,1137
23:27,12,30,22:57,1167
9:00,1,273,23:27,1440
6:00,1,120,4:00,120
6:40,1,40,6:00,160
6:45,3,5,6:40,165
7:15,2,30,6:45,195
8:00,50,45,7:15,240
8:15,1,15,8:00,255
8:25,18,10,8:15,265
9:00,12,35,8:25,300
12:00,6,180,9:00,480
12:15,11,15,12:00,495
13:45,6,90,12:15,585
13:55,18,10,13:45,595
14:55,2,60,13:55,655
15:30,12,35,14:55,690
15:50,18,20,15:30,710
16:35,7,45,15:50,755
16:45,18,10,16:35,765
16:55,7,10,16:45,775
17:10,18,15,16:55,790
17:55,2,45,17:10,835
18:25,11,30,17:55,865
19:55,6,90,18:25,955
20:25,2,30,19:55,985
20:55,12,30,20:25,1015
21:25,3,30,20:55,1045
21:30,2,5,21:25,1050
6:00,1,390,21:30,1440
6:30,1,150,4:00,150
9:00,12,150,6:30,300
10:30,12,90,9:00,390
11:00,5,30,10:30,420
11:40,2,40,11:00,460
12:00,6,20,11:40,480
13:30,12,90,12:00,570
13:50,5,20,13:30,590
14:20,2,30,13:50,620
15:50,12,90,14:20,710
17:00,1,70,15:50,780
18:00,12,60,17:00,840
18:15,2,15,18:00,855
20:00,12,105,18:15,960
20:15,1,15,20:00,975
20:45,12,30,20:15,1005
4:30,1,435,20:45,1440
7:00,1,180,4:00,180
7:30,11,30,7:00,210
9:30,13,120,7:30,330
10:00,1,30,9:30,360
12:00,5,120,10:00,480
12:20,5,20,12:00,500
12:40,5,20,12:20,520
12:50,18,10,12:40,530
13:50,11,60,12:50,590
14:10,18,20,13:50,610
14:55,2,45,14:10,655
15:15,2,20,14:55,675
15:30,18,15,15:15,690
17:00,12,90,15:30,780
17:15,18,15,17:00,795
17:25,2,10,17:15,805
19:25,12,120,17:25,925
19:55,11,30,19:25,955
22:00,12,125,19:55,1080
6:30,1,360,22:00,1440
9:00,1,300,4:00,300
10:00,12,60,9:00,360
12:00,6,120,10:00,480
12:30,11,30,12:00,510
14:30,6,120,12:30,630
17:30,12,180,14:30,810
19:30,12,120,17:30,930
20:15,11,45,19:30,975
21:35,6,80,20:15,1055
22:05,12,30,21:35,1085
5:00,1,355,22:05,1440
6:00,1,120,4:00,120
6:30,1,30,6:00,150
6:40,2,10,6:30,160
7:00,18,20,6:40,180
7:45,14,45,7:00,225
8:00,18,15,7:45,240
8:20,7,20,8:00,260
8:22,18,2,8:20,262
8:37,7,15,8:22,277
